review_text,rating,date,language,sentiment,confidence,sentiment_clean,predicted_category,category_confidence,category,confidence_band,review_length,label_source
it is really helpful but the delivery charge is high otherwise no amy problems.highly recomended!!,5,2025-11-08 16:42:25,English,Positive,0.9897,POSITIVE,"helpful customer support, quick refund, good service",0.35468876361846924,Good Support,low,98,zero-shot-bart-large-mnli
the best way of getting to placed,5,2025-11-08 09:10:04,English,Positive,0.9847,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.3018225133419037,Driver Service,low,33,zero-shot-bart-large-mnli
Best for everyone 🫶,5,2025-11-07 21:21:30,English,Positive,0.9996,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.33341625332832336,App Experience,low,19,zero-shot-bart-large-mnli
"polite, kind, and drives with care, respects the road rules and pedestrian.",5,2025-11-07 19:35:01,English,Positive,0.9997,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.9811208844184875,Driver Service,high,75,zero-shot-bart-large-mnli
Best app for travelling in Sri Lanka,5,2025-11-07 14:42:07,English,Positive,0.9988,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5395434498786926,App Experience,medium,36,zero-shot-bart-large-mnli
good experience,5,2025-11-07 10:01:50,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.3976265490055084,App Experience,low,15,zero-shot-bart-large-mnli
My Life My Rules 😎😎,5,2025-11-06 09:41:17,English,Positive,0.9791,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.46061357855796814,Driver Service,medium,19,zero-shot-bart-large-mnli
Good app. Please add dark mode option,5,2025-11-05 12:42:12,English,Positive,0.9991,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5889590382575989,App Experience,medium,37,zero-shot-bart-large-mnli
pickMe is Good App 😍,5,2025-11-04 10:47:19,English,Positive,0.9994,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5762600898742676,App Experience,medium,20,zero-shot-bart-large-mnli
Good driver .Dropped me in 30 mts time,5,2025-10-30 12:38:59,English,Positive,0.9993,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.816332221031189,Driver Service,high,38,zero-shot-bart-large-mnli
this app very helpful my travel's,5,2025-10-29 17:59:48,English,Positive,0.9976,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5626556277275085,App Experience,medium,33,zero-shot-bart-large-mnli
"Good driving ,polite and pleasant persanality",5,2025-10-29 10:05:53,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.9250075817108154,Driver Service,high,45,zero-shot-bart-large-mnli
good and very supportive,4,2025-10-28 04:48:37,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.4957338571548462,Driver Service,medium,24,zero-shot-bart-large-mnli
"Hi, PickMe is a good app unless meeting bad behaviour drivers, by the way, most drivers are good. One of of them is bad. Anyone can use without fear to get in taxi.",5,2025-10-25 19:56:33,English,Positive,0.629,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.3122541010379791,App Experience,low,164,zero-shot-bart-large-mnli
price increased surge+charge every time 👎,1,2025-10-24 20:51:00,English,Positive,0.9602,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.21899688243865967,Fair Pricing,low,41,zero-shot-bart-large-mnli
very good driver,5,2025-10-24 17:24:09,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.7318077683448792,Driver Service,high,16,zero-shot-bart-large-mnli
it's very safety,5,2025-10-23 18:06:21,English,Positive,0.9947,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.6278470754623413,Driver Service,medium,16,zero-shot-bart-large-mnli
"simply the best coz they act according to "" passenger is always correct "" slogan",5,2025-10-22 02:05:58,English,Positive,0.9991,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.45780378580093384,Driver Service,medium,80,zero-shot-bart-large-mnli
so helpful to our busy life,4,2025-10-19 10:24:58,English,Positive,0.9996,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5740693807601929,App Experience,medium,27,zero-shot-bart-large-mnli
"Driver was polite,and drove safely. The vehicle was clean and comfortable. Very satisfied with the service.",5,2025-10-18 06:53:37,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.9270698428153992,Driver Service,high,107,zero-shot-bart-large-mnli
"East or West, Uber is the best. Pick me expensive",1,2025-10-17 17:52:35,English,Positive,0.9985,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.2583550810813904,App Experience,low,49,zero-shot-bart-large-mnli
"Very safe, good driving , came on time.",5,2025-10-16 22:38:10,English,Positive,0.9997,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.8750605583190918,Driver Service,high,39,zero-shot-bart-large-mnli
"Decent,careful driving",5,2025-10-16 11:48:43,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.9040214419364929,Driver Service,high,22,zero-shot-bart-large-mnli
excellent service keep it up pickme,5,2025-10-15 20:43:41,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.5798060297966003,Driver Service,medium,35,zero-shot-bart-large-mnli
Happy with the prompt customer service to complaints.,4,2025-10-14 18:52:09,English,Positive,0.9998,POSITIVE,"helpful customer support, quick refund, good service",0.7499696016311646,Good Support,high,53,zero-shot-bart-large-mnli
Amazing customer service. Highly recommend.,5,2025-10-14 02:43:07,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.3744453191757202,Driver Service,low,43,zero-shot-bart-large-mnli
"I had great experience with pick me.booking is fast,customer service is also good.vehicle drivers are so friendly.fast & superb.great app",5,2025-10-13 16:07:23,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.6442456841468811,Driver Service,medium,137,zero-shot-bart-large-mnli
easy to use. Very helpful.rates are reasonable.,5,2025-10-12 09:25:29,English,Positive,0.9995,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.39043527841567993,Fair Pricing,low,47,zero-shot-bart-large-mnli
"thankss,,very helpful & easy to use ..",5,2025-10-09 22:09:17,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.4264383614063263,App Experience,low,38,zero-shot-bart-large-mnli
vehicle not coming poor price called,1,2025-10-06 12:56:42,English,Positive,0.929,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.2868351340293884,Fair Pricing,low,36,zero-shot-bart-large-mnli
Canot update Pickme,1,2025-10-05 16:22:10,English,Positive,0.6982,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.43440014123916626,Driver Service,low,19,zero-shot-bart-large-mnli
VeRy good servic s,5,2025-10-02 08:56:56,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.4481751322746277,Driver Service,low,18,zero-shot-bart-large-mnli
I have used this app so many times...it's good.,5,2025-10-01 15:36:04,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.6768918037414551,App Experience,high,47,zero-shot-bart-large-mnli
help. full driver.,5,2025-10-01 14:54:26,English,Positive,0.811,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.643153190612793,Driver Service,medium,18,zero-shot-bart-large-mnli
take care of ordering food.,1,2025-09-30 02:04:26,English,Positive,0.9656,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.32843998074531555,App Experience,low,27,zero-shot-bart-large-mnli
fully satisfied with the journey,5,2025-09-29 09:47:30,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.35354581475257874,App Experience,low,32,zero-shot-bart-large-mnli
nice application good,5,2025-09-28 21:06:35,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5173244476318359,App Experience,medium,21,zero-shot-bart-large-mnli
I all ways going trip with pickme It is very helpful when we are in a hurry.,3,2025-09-28 11:38:44,English,Positive,0.9972,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.7800498604774475,App Experience,high,76,zero-shot-bart-large-mnli
i am happy with pick me app . verry easy to go any where thank you so much pick me 🙏❤️❤️,5,2025-09-27 18:16:35,English,Positive,0.9997,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.7887886762619019,App Experience,high,88,zero-shot-bart-large-mnli
I highly recommend this app. Definitely more than Uber or any other app. At least these people are reliable and trustworthy.,5,2025-09-27 16:58:13,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.5178767442703247,Driver Service,medium,124,zero-shot-bart-large-mnli
"Pick me up – amazing team, very reasonable prices, and excellent service! Highly recommended",5,2025-09-25 08:51:08,English,Positive,0.9999,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.7067943215370178,Fair Pricing,high,92,zero-shot-bart-large-mnli
this app is very usefull,5,2025-09-22 21:32:59,English,Positive,0.9981,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.7282117009162903,App Experience,high,24,zero-shot-bart-large-mnli
Great!! On time to the movie..😀,5,2025-09-20 15:33:17,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.3680254817008972,Driver Service,low,31,zero-shot-bart-large-mnli
pick me is the no 1 app in srilanka for riding and food deliver,5,2025-09-20 08:46:13,English,Positive,0.9959,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.3140069842338562,App Experience,low,63,zero-shot-bart-large-mnli
reasonable price,5,2025-09-19 20:15:12,English,Positive,0.9986,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.5478958487510681,Fair Pricing,medium,16,zero-shot-bart-large-mnli
"In my last trip my fare was 170/=, but the driver charged me 270/=. This should be considered critically.",1,2025-09-19 14:57:44,English,Positive,0.9758,POSITIVE,"privacy, secure payments, account safety, trust",0.4175039827823639,Trust & Security,low,105,zero-shot-bart-large-mnli
the sri lankan best app,5,2025-09-16 12:30:07,English,Positive,0.9997,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.48890912532806396,App Experience,medium,23,zero-shot-bart-large-mnli
best driving app in 🇱🇰,5,2025-09-13 11:58:38,English,Positive,0.9992,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.3571101725101471,Driver Service,low,22,zero-shot-bart-large-mnli
This one app very very useful for every time me,5,2025-09-12 00:42:10,English,Positive,0.9969,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.7023289203643799,App Experience,high,47,zero-shot-bart-large-mnli
"timely arrival, knowledge of the area",5,2025-09-09 16:08:47,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.6472805142402649,Driver Service,medium,37,zero-shot-bart-large-mnli
Good . but some of the drivers dnt know how to talk.,4,2025-09-08 18:51:25,English,Positive,0.9994,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.41159480810165405,Driver Service,low,52,zero-shot-bart-large-mnli
"very friendly guy , cheers",5,2025-09-08 14:16:39,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.6917153596878052,Driver Service,high,26,zero-shot-bart-large-mnli
he is a good driver and driving also good. very understanding person.,5,2025-09-07 09:46:06,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.9600260853767395,Driver Service,high,69,zero-shot-bart-large-mnli
very good intelegant Driver.,5,2025-09-07 01:18:26,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.7233617305755615,Driver Service,high,28,zero-shot-bart-large-mnli
no any complains yet but satisfied.,5,2025-09-06 00:06:27,English,Positive,0.997,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.4099530875682831,Driver Service,low,35,zero-shot-bart-large-mnli
great service 😊❤️✊,5,2025-09-05 17:08:01,English,Positive,0.9996,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.49886518716812134,Driver Service,medium,18,zero-shot-bart-large-mnli
I am highly recommended. Very good customer service.,5,2025-09-04 17:04:41,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.6335287690162659,Driver Service,medium,52,zero-shot-bart-large-mnli
Excellent driver. Very knowledgable and friendly. I would like to give him a 100 out of 100.,5,2025-09-04 14:01:23,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.9425563216209412,Driver Service,high,92,zero-shot-bart-large-mnli
It is a very easy and convenient app.,5,2025-09-02 20:01:12,English,Positive,0.9962,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.7936317324638367,App Experience,high,37,zero-shot-bart-large-mnli
Very friendly and honest.,5,2025-09-02 17:55:19,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.5291247367858887,Driver Service,medium,25,zero-shot-bart-large-mnli
"Don't like thing is each and very time when use the app they says to update so last directing to playstore drove me to rate 3 stars, other things are really good service is highly recommend",3,2025-09-01 06:54:37,English,Positive,0.9992,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.6031163334846497,App Experience,medium,189,zero-shot-bart-large-mnli
"Convinient, friendly and punctual...👍",5,2025-08-31 20:22:19,English,Positive,0.9993,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.6942804455757141,Driver Service,high,37,zero-shot-bart-large-mnli
The best service for my urgent transportation needs. I would rate more than five if I could.,5,2025-08-30 15:56:34,English,Positive,0.9829,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.2856830656528473,App Experience,low,92,zero-shot-bart-large-mnli
exceptionally good person,5,2025-08-29 22:14:17,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.6728375554084778,Driver Service,high,25,zero-shot-bart-large-mnli
MY FIRST TIME 5 STAR APP POCK ME REALLY GOOD APP❤,5,2025-08-29 22:03:50,English,Positive,0.9984,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.6449150443077087,App Experience,medium,49,zero-shot-bart-large-mnli
"This app is really good. once I use normal travels it get so much money, but when I know this it only take a little. I rate you a t stars good luck. ehenam kollo api giya.",5,2025-08-29 11:22:57,English,Positive,0.9953,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.6646145582199097,App Experience,high,171,zero-shot-bart-large-mnli
Very Helpful App,5,2025-08-28 00:42:30,English,Positive,0.9997,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.551291286945343,App Experience,medium,16,zero-shot-bart-large-mnli
veryy use full app i like,5,2025-08-27 13:03:59,English,Positive,0.9923,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.3999243378639221,App Experience,low,25,zero-shot-bart-large-mnli
salyarj laga rani,5,2025-08-27 03:35:44,English,Positive,0.8395,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.48400187492370605,Driver Service,medium,17,zero-shot-bart-large-mnli
"excellent driving, clean car",5,2025-08-26 12:10:23,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.9611904621124268,Driver Service,high,28,zero-shot-bart-large-mnli
"all good, the driver was polite and on time",5,2025-08-25 22:23:40,English,Positive,0.9997,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.8678768873214722,Driver Service,high,43,zero-shot-bart-large-mnli
"I got this very quickly, good & very safe travel",5,2025-08-25 11:04:32,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.4182705283164978,Driver Service,low,48,zero-shot-bart-large-mnli
Very Good servis,5,2025-08-24 20:07:28,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.4889064133167267,Driver Service,medium,16,zero-shot-bart-large-mnli
Good app very useful 👌,5,2025-08-24 18:32:30,English,Positive,0.9996,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.6622887253761292,App Experience,high,22,zero-shot-bart-large-mnli
Thank you so good,5,2025-08-24 08:55:52,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.3002287745475769,Driver Service,low,17,zero-shot-bart-large-mnli
best & ontime service,5,2025-08-23 22:29:41,English,Positive,0.9988,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.4965517520904541,Driver Service,medium,21,zero-shot-bart-large-mnli
they are coming fast,5,2025-08-23 15:01:37,English,Positive,0.9992,POSITIVE,"fast delivery, on time delivery, reliable delivery, food arrived hot",0.3131311535835266,Fast Delivery,low,20,zero-shot-bart-large-mnli
"I’ve had a great experience with PickMe! The app is easy to use, rides are convenient, and drivers are generally friendly and professional. Booking is quick, and I like the transparent pricing. Definitely worth 5 stars!",5,2025-08-21 21:17:08,English,Positive,0.9993,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.7461483478546143,App Experience,high,219,zero-shot-bart-large-mnli
good driver and friendly,2,2025-08-21 14:06:13,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.7512337565422058,Driver Service,high,24,zero-shot-bart-large-mnli
this app and her divers are not good but inside serilanka for helpful,3,2025-08-17 17:05:25,English,Positive,0.9968,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.46523812413215637,Driver Service,medium,69,zero-shot-bart-large-mnli
Safety and useful app,5,2025-08-15 18:17:36,English,Positive,0.9992,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.49574825167655945,App Experience,medium,21,zero-shot-bart-large-mnli
something very good,5,2025-08-15 13:58:04,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.3932885229587555,App Experience,low,19,zero-shot-bart-large-mnli
wonderfully app,5,2025-08-15 05:40:22,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.6076632142066956,App Experience,medium,15,zero-shot-bart-large-mnli
pickme is good app .🥰,5,2025-08-11 19:57:29,English,Positive,0.9996,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5292438268661499,App Experience,medium,21,zero-shot-bart-large-mnli
best app in the world,5,2025-08-10 23:58:53,English,Positive,0.9995,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.48515382409095764,App Experience,medium,21,zero-shot-bart-large-mnli
good service great job👍loved so much ❤️,5,2025-08-10 08:48:01,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.4453244209289551,Driver Service,low,39,zero-shot-bart-large-mnli
good for short range visit,5,2025-08-09 04:14:52,English,Positive,0.999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.30356737971305847,App Experience,low,26,zero-shot-bart-large-mnli
highly recommend,5,2025-08-07 21:09:22,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.4617043435573578,App Experience,medium,16,zero-shot-bart-large-mnli
Very friendly driver. Was on time.,5,2025-08-05 10:41:33,English,Positive,0.9995,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.899702787399292,Driver Service,high,34,zero-shot-bart-large-mnli
very good driving and polite,1,2025-08-04 19:34:53,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.8975951671600342,Driver Service,high,28,zero-shot-bart-large-mnli
"Welcome to PickMe! 🚖 Fast, safe, and reliable rides at your fingertips.",5,2025-08-03 23:41:39,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.507665753364563,App Experience,medium,71,zero-shot-bart-large-mnli
it's always useful,5,2025-08-03 15:10:56,English,Positive,0.9997,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.508904755115509,App Experience,medium,18,zero-shot-bart-large-mnli
thank you for the info,5,2025-08-01 22:38:04,English,Positive,0.9998,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.3287363052368164,Fair Pricing,low,22,zero-shot-bart-large-mnli
Excellence driving and very friendly.🙏,5,2025-08-01 19:02:03,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.8985613584518433,Driver Service,high,38,zero-shot-bart-large-mnli
polite and professio,5,2025-08-01 17:47:47,English,Positive,0.9978,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.6405454277992249,Driver Service,medium,20,zero-shot-bart-large-mnli
