review_text,rating,date,language,sentiment,confidence,sentiment_clean,predicted_category,category_confidence,category,confidence_band,review_length,label_source,final_category,label_method
Doesn't work in Weligama. No driver accept. Sometimes they drivers accept the ride but do not come and the app charges you for cancelling,1,2026-02-02 16:27:32,English,Negative,0.998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3179174661636352,Driver Behavior & Safety,low,137,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"don't install,no driver to this app",1,2026-02-02 10:29:31,English,Negative,0.9965,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5708960890769958,Driver Behavior & Safety,medium,35,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"placed a food order 2 hours ago, not delivered yet, and failed to assign a rider, pathetic service",1,2026-02-01 20:58:28,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5636836290359497,Driver Behavior & Safety,medium,98,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
"worse , they have given an update in driver app ,it goes like only 3 seconds hire will available and after that it pass for some other driver it keeps going like that, finally no driver will pick the hire",1,2026-02-01 14:08:49,English,Negative,0.9995,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5943737626075745,Driver Behavior & Safety,medium,204,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
hutte driversla ekekwath trip eka bara ganne na,1,2026-02-01 13:20:41,English,Negative,0.9962,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8077003955841064,Driver Behavior & Safety,high,47,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
Unsatisfactory customer service,1,2026-01-31 15:16:27,English,Negative,0.9995,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.5934257507324219,Support & Refunds,medium,31,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
good biver but bad map,5,2026-01-30 11:30:09,English,Negative,0.982,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4001217484474182,App Bugs,low,22,zero-shot-bart-large-mnli,App Bugs,keyword_rule
The surge cost added as additional charge. It exceeded the normal taxi fare. This was happened to me many times from pick me app. So bad,1,2026-01-29 17:03:27,English,Negative,0.9997,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.5090761780738831,Pricing & Bidding,medium,136,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
Worst experience ever had. Riders don't take the rides when it is urgent. 👎🏻,1,2026-01-28 13:55:01,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6392807364463806,Driver Behavior & Safety,medium,76,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
very unpleasant unethical driver,1,2026-01-27 10:37:32,English,Negative,0.9995,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8504235744476318,Driver Behavior & Safety,high,32,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
you can lest the price in jaffna,5,2026-01-26 16:03:49,English,Negative,0.948,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.2724429368972778,Pricing & Bidding,low,32,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
"Jan 14th 2026 The driver of the Pickme Nano car arrived early, was polite and nice. He drove me to my destination without fuss.I was satisfied. Except,he had overcharged me.I did not check.Pickme credited the money. So no worries. Thank you Pickme.! However in October 2025 I had a bad experience..... The lorry I hired was v. late. Pickme had told me the charge for 3Km was 1800/. The driver charged 1900/- He lied n said the distance was 5 Km ,whereas it was even < 3Km. Complaint ignored??",3,2026-01-25 22:36:16,English,Negative,0.9901,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6823389530181885,Driver Behavior & Safety,high,492,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
Very bad experience the pickme driver picked up my order and called and told he can't deliver it because it was card payment so I asked him to cancel so that I could get another driver. But then he didn't cancel and it also showed picked up on the app.So I didn't have an option to either cancel or complain even the 24 hrs customer care number didn't work and still it shows my order will be delivered even after hours. They even charged me for my order,1,2026-01-25 22:30:16,English,Negative,0.9946,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.773344099521637,Driver Behavior & Safety,high,454,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"godak hodai, ee wunata mage tab eke meka loading wenne nehe",5,2026-01-25 10:18:27,English,Negative,0.9843,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.2708962857723236,App Bugs,low,59,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
During last few rides actual fee was way higher than estimated fee. It was on top of me seeing driver (location) somewhere else and driving seeing me somewhere else. Idk whether these location errors led to the price hikes.,3,2026-01-24 13:17:40,English,Negative,0.772,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.3153457343578338,Pricing & Bidding,low,223,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"My friend 7xNova had a terrible experience with PickMe Food today. He waited almost 2 hours for his lunch order, but no driver was assigned. By 4.45 PM, he was still starving and hadn’t eaten anything. After contacting customer support, the order was simply cancelled. This is unacceptable for a food delivery app. 7xNova is a loyal customer, and experiences like this will make PickMe lose good customers. Very disappointing service.",1,2026-01-23 16:51:59,English,Negative,0.9997,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.7809813022613525,Delivery Issues,high,434,zero-shot-bart-large-mnli,Delivery Issues,auto_high_confidence
"Extremely disappointed with PickMe Food. I waited over 1 hour and 30 minutes and no driver was assigned in Colombo. After contacting customer care, my order was cancelled. This level of delay and poor support is unacceptable for a food delivery service. I won’t be using PickMe Food again. Uber Eats provides a much better experience.",1,2026-01-23 16:27:21,English,Negative,0.999,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.5449004769325256,Delivery Issues,medium,334,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
"it doesn't show anything correctly, the app is always wrong!",1,2026-01-23 15:48:04,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.5509073734283447,App Bugs,medium,60,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
Pickme membership is literally a trash no delivery partners would be founded since the delivery is free literally waited more than 3 hours and yet they refused to cancel and refund my money,1,2026-01-23 14:19:47,English,Negative,0.9874,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.6170036196708679,Support & Refunds,medium,189,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
one of the worst customer service.,1,2026-01-23 13:55:07,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.6550684571266174,Support & Refunds,high,34,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
"again Horrible Experiences as I always find myself late to certain places, because app has issues finding drivers and prices for rides are crazy",1,2026-01-23 09:01:20,English,Negative,0.9986,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3749409914016723,App Bugs,low,144,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
showing wrong location,5,2026-01-23 06:43:49,English,Negative,0.999,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7952048182487488,Driver Behavior & Safety,high,22,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
My OTP Nambar is not taking what is the reason......,1,2026-01-20 06:42:42,English,Negative,0.9996,NEGATIVE,"privacy, security, data, account safety",0.2674780488014221,Privacy & Security,low,52,zero-shot-bart-large-mnli,App Bugs,keyword_rule
"The tuks are constantly roaming around, and they are not accepting the hire when we try to book. Totally disappointed.",1,2026-01-19 07:59:53,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.412907063961029,Driver Behavior & Safety,low,118,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"one of the worst apps you can come across. the coustmer support does not talk , they won't respond. wrist experience of srilanka.. pathetic. use some other app for bookings",1,2026-01-16 16:00:34,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.4946808815002441,Support & Refunds,medium,172,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
tooo bad experience i scary with is drivers,1,2026-01-16 12:26:42,English,Negative,0.9985,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7631205320358276,Driver Behavior & Safety,high,43,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"pick mee is the very very careless company in srilanka, it has very bad and poor custermer service",1,2026-01-15 22:14:01,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7423495054244995,Driver Behavior & Safety,high,98,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
App is malfunctioning. showing wrong distance and charging for that distance. It showed 7.7 km fir my 1.2 km route and charged 741/=,1,2026-01-15 17:32:30,English,Negative,0.9996,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.7363899350166321,App Bugs,high,132,zero-shot-bart-large-mnli,App Bugs,auto_high_confidence
I'm a very regular customer with pick me and sorry to say my trip with this perticular driver was disgusting he kept spitting beetle right throughout my trip back home from Makola to ragama. also was speeding like crazy.,2,2026-01-15 06:37:48,English,Negative,0.9985,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.9410825967788696,Driver Behavior & Safety,high,220,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
Only useful to measure trip cost. Drivers constantly cancel rides when they are almost at the pick up point. At this stage the app is useless except to get an idea of what a trip should cost before haggling with a driver from the roadside. Drivers should be penalised if they cancel a ride after accepting. I will use Uber from now on.,2,2026-01-14 14:54:05,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7636162042617798,Driver Behavior & Safety,high,335,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"Worst app. driver not educated. map is not working, charge is high scammers",1,2026-01-14 13:44:40,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.685571551322937,App Bugs,high,75,zero-shot-bart-large-mnli,App Bugs,auto_high_confidence
"Very disappointed with PickMe. This new bid +100 system is unfair to passengers. Even for normal rides, we are forced to pay extra to get a driver. If we don’t add a bid, rides don’t get accepted. This is not customer-friendly at all. I uninstalled PickMe and switched to Uber. Please rethink this system.😕🤷‍♀️",1,2026-01-13 17:06:39,English,Negative,0.9997,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.4864924550056457,Pricing & Bidding,medium,310,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"I had no complaints about this app until this last update introduced driver bids to tuks, which has made the app impossible to use. I switched to ride hailing apps to get away from the haggling, not for them to reintroduce it as a feature. The app already does surge pricing, add the bids the drivers put in and it becomes more economical to just hail a meter taxi instead.",2,2026-01-13 15:52:11,English,Negative,0.9985,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.8187698125839233,Pricing & Bidding,high,373,zero-shot-bart-large-mnli,Pricing & Bidding,auto_high_confidence
inefficient to use in an area like colombo Time wasting,3,2026-01-13 08:19:34,English,Negative,0.9981,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.2442519515752792,Support & Refunds,low,55,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
I decided to change to PickMe after having bad experiences with Uber. PickMe has been decent so far. but Uber drivers are clearly better at communication and etiquette compared to PickMe drivers. pls bring the OTP safety feature like Uber would also be a big improvement. Like if these changes are made pretty sure most people would prefer pick me than Uber,5,2026-01-12 23:01:59,English,Negative,0.9193,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8515040874481201,Driver Behavior & Safety,high,357,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
very disappointed about bidding option and bidders,1,2026-01-12 11:11:58,English,Negative,0.9997,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.2591699659824371,Support & Refunds,low,50,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
pickme is good but pickme map is very bad don't use pickme map,1,2026-01-12 11:07:32,English,Negative,0.9801,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3237402737140655,Support & Refunds,low,62,zero-shot-bart-large-mnli,App Bugs,keyword_rule
This used to be a good app and not anymore. customer service is very bad and when i am trying to order some food all the outlets keeps saying pick up only and this is so annoying and i can't even oder! and when i am trying to call them and complain about this issue i have to wait 20 minutes on a call queue.,1,2026-01-11 21:58:36,English,Negative,0.9994,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.5922467112541199,Support & Refunds,medium,308,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
The most cheating app... when the rides are not available what they do is they provide to give offers for the drivers... which is higher than normal app rate... again its like we are hiring normal taxi on road... no matter what they are focusing on their commission only not to provide affordable taxi.... its hell of joke now...,1,2026-01-11 12:05:24,English,Negative,0.9967,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.9628239274024964,Pricing & Bidding,high,329,zero-shot-bart-large-mnli,Pricing & Bidding,auto_high_confidence
upgrade but 0 performance sometimes stuckingggg,1,2026-01-10 18:18:08,English,Negative,0.9952,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4493408501148224,App Bugs,low,47,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
not even getting a ride faster there was don't even they accept our ride if it gives low very bad,1,2026-01-10 08:24:38,English,Negative,0.9992,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4609403312206268,Driver Behavior & Safety,medium,97,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
me huththa melo rahak na eka pakekwath oni welawata ride eka ganne na,4,2026-01-09 13:39:54,English,Negative,0.9941,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.577083170413971,Driver Behavior & Safety,medium,69,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"i've used pickme for years, but the new version doesnt work work on my phone. Im wondering why there isnt backward-compatible version for older phones.",1,2026-01-09 10:53:35,English,Negative,0.9993,NEGATIVE,"privacy, security, data, account safety",0.3352997004985809,Privacy & Security,low,151,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"Very disappointed with this app. My food was marked as “Ready” for an hour, but no driver was assigned during that time. The food was just sitting at the restaurant, I had to call support myself. This is unacceptable service, especially when customers are paying delivery fees.",1,2026-01-08 20:56:02,English,Negative,0.9997,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.4039952158927917,Delivery Issues,low,277,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
can't get my email adjusted,1,2026-01-08 18:45:26,English,Negative,0.9994,NEGATIVE,"privacy, security, data, account safety",0.3284907341003418,Privacy & Security,low,27,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"buggy App. Still looking for a driver hours after I canceled. tried it 10 times but just won't cancel. No possibility to report canceled rides. many come, then cancel and say you just pay me cash without the app.",2,2026-01-08 08:49:19,English,Negative,0.9984,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3838097751140594,Support & Refunds,low,212,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
won't let me delete my account after leaving the country. at the very last step it just doesn't work. help/support doesn't exist for the app. also had issue with driver fraud and there was no way to contact the company. they list a number but no one answers. theres no email to contact. it's kind of your only viable option in most of the country outside of Colombo. But expect the drivers to call you and demand cash payment. pick me offers none of the limited security features Uber offers.,1,2026-01-08 01:05:42,English,Negative,0.9996,NEGATIVE,"privacy, security, data, account safety",0.4435674250125885,Privacy & Security,low,492,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"100% safe application drivers all friendly ✅️ charger best ✅️ tuk tuk ✅️ car ✅️ drivers safe ✅️ Long time ride pick me 1st time I'm riding bike on the way bike Tire air low driver cancelled ride he left I don't know that location I'm new so that time I'm unsafe experience please fix this type of problem Automatically send other riders' locations please my kind request A lot of the time, I'm i was tipped because of riders' kindness we need pick me Srilanka Go ahead, pick me app successfull",5,2026-01-06 23:23:47,English,Negative,0.8138,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.9580997228622437,Driver Behavior & Safety,high,493,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
I'm booked for emergency purposes but pikme app 1st 2 attamt not not booked but the 3rd attempt that app show very high prices just 40rs different bike to tulk at tha seam destination bad very bad bicus sometimes price are unstable very high prices show in display I'm,1,2026-01-05 07:57:19,English,Negative,0.9988,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.3861913383007049,Pricing & Bidding,low,268,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
"Pickme food is terrible now, got the order cancelled 2 times after waiting for 3 hours in both tines. one time I placed the order at 7.00 pm there were no rider till 10.00 so we called the hotline and waited another 30 mins until someone picked up. They said a driver just picked up but it didn't get updated in my app, but we waited another 45 min, nothing happened so we called again and they said the same ""Driver just got assigned"". Just use uber eats, way better experience",1,2026-01-04 22:33:31,English,Negative,0.9992,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.509782075881958,Delivery Issues,medium,478,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
Very bad attitude. Cancelled trip without permission. Doesn't know how to speak well to customer. Don't care attitude.,1,2026-01-03 15:30:54,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6839537024497986,Driver Behavior & Safety,high,118,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
Riddled with multiple bugs and QC issues. The fact that drivers can call you after the hire or after cancellation is unacceptable. The Map is horrible and often doesn't show where the driver is.,2,2026-01-03 11:39:04,English,Negative,0.9997,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3524821400642395,Support & Refunds,low,194,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
I am a flash rider. my app is temporary block I have been to your office 10 days since then they have not reactivated please reactivate ASAP,5,2026-01-03 10:43:00,English,Negative,0.9946,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4203219711780548,Driver Behavior & Safety,low,140,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
in 2025 pickme prices are reasonable ..but now it's not..prices are high..n not affordable..😐,1,2026-01-03 08:35:29,English,Negative,0.9995,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.3548267185688019,Pricing & Bidding,low,93,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
Good luck trying to cancel. The app itself works fine to order rides. But I discovered that it was charging some monthly fees with auto renewal. There was no option to cancel it even if it is supposed to be possible online. I had to write to support who never answered me but it seems that they cancelled my subscription. Same thing happened when I tried to delete my account. I did the online steps and ended with an error message. I don't recommend that app.,2,2026-01-03 08:26:05,English,Negative,0.9993,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3598015308380127,Support & Refunds,low,460,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
very bad service in srilanka because my hire is cancelled so I can't get any vehicle to go my trip,1,2026-01-02 10:03:42,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4791710078716278,Driver Behavior & Safety,medium,98,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
Star points doesn't get updated. Driver call & they cancel the ride. During heavy rain App doesn't work. Worst App ever. Before starting the ride shows one amount when you get down shows double the amount.,1,2026-01-02 09:32:35,English,Negative,0.9997,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4195412695407867,App Bugs,low,205,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
worst customer help team had to wait more than 30 minutes for them to pick up and they did not pick up at all -10 customer support hotline,2,2026-01-01 22:57:48,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5371828079223633,Driver Behavior & Safety,medium,138,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
There's a mistake I'm a gentleman and why are you sending msgs as' Upali nona',5,2026-01-01 21:08:18,English,Negative,0.9996,NEGATIVE,"privacy, security, data, account safety",0.3469728529453277,Privacy & Security,low,78,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"the driver started the trip where he parked. I several times complained and even begged to start the trip from my pickup location, but he never listen. He argued that he started the trip in my pickup location. for this reason I have to pay RS. 350.00 extra. (He charged RS. 1400.00)",1,2025-12-31 17:43:52,English,Negative,0.9966,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6413050293922424,Driver Behavior & Safety,medium,282,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
Please add double charge (or similar) option for non-residence foreigners.,5,2025-12-30 11:29:41,English,Negative,0.9445,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.3023065030574798,Pricing & Bidding,low,74,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
why it takes ages to order something even if it's not further from my location fix it,1,2025-12-29 15:09:59,English,Negative,0.9984,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.24319489300251,App Bugs,low,85,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
Not working on huawei devices,1,2025-12-29 13:31:47,English,Negative,0.9996,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.2680867314338684,App Bugs,low,29,zero-shot-bart-large-mnli,App Bugs,keyword_rule
There is always an issue with the precise location marking for picking up. Every time I try to mark a specific location and that location shows the driver somewhere else. Very frustrating!,2,2025-12-27 16:00:34,English,Negative,0.9991,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.2309664338827133,App Bugs,low,188,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
Ordered Food and stayed 1 hour but no riders there. so i picked the food that the Merchant prepared by my self and merchant got a complaint. Worst app and Worst Service ever. don't order food via Pickme,1,2025-12-26 22:53:18,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3764938116073608,Support & Refunds,low,202,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
"The quality of this service has gone down. I ordered food and the driver arrives with the wrong order from a different shop. When I mentioned this wasn't the order, he told me to wait and that he will come back in 5 minutes. I can see he goes back to the shop and starts coming back towards my location again. By this time it's 2 hours since I ordered. Halfway through the return trip he marks the order as complete and the payment goes through. 2 weeks after complaining still waiting for a response",1,2025-12-24 14:00:53,English,Negative,0.999,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3575702607631683,Driver Behavior & Safety,low,500,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
Disappointed with surge pricing. A short normal ride suddenly costs more. There’s no transparency and no option to avoid it. This feels unfair I could just catch a tuk tuk on the main road for cheaper. If surge pricing is applied at least warn users clearly before booking.,3,2025-12-24 13:45:08,English,Negative,0.9998,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.8023421168327332,Pricing & Bidding,high,273,zero-shot-bart-large-mnli,Pricing & Bidding,auto_high_confidence
"used to love it & sing praises 1. since about 2 months, hotline isn't working. I loved their customer care before there some very intelligent girls who would follow up and problem solve like pros 2. experienced driver bids and didn't like it at all, the good thing with pick mes was that drivers couldn't be rude to us the customers but now its flipped and the driver is dictating their terms to us not pick me saw many posts about helago, waiting for the passenger version to download",1,2025-12-23 20:57:13,English,Negative,0.9775,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5842757225036621,Driver Behavior & Safety,medium,485,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
some times drivers ask for double payment,4,2025-12-22 21:08:35,English,Negative,0.9899,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4019433259963989,Driver Behavior & Safety,low,41,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"Experience is . you get scammed all the time 9 out of 10 drivers will try to take long routes intentionally to increase price. or start the trip before even picking up the passenger, these are few. app is full of bugs, maps aren't accurate, UI is really clunky. Please use other apps instead of Pickme.",1,2025-12-22 07:28:03,English,Negative,0.9996,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6789242625236511,Driver Behavior & Safety,high,302,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
worst courier service ever... took more than 3 days and my parcel hasn't reach the location... so very disappointed,1,2025-12-21 18:54:03,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4739571511745453,Driver Behavior & Safety,medium,115,zero-shot-bart-large-mnli,App Bugs,keyword_rule
GPS system is very bad,1,2025-12-20 22:50:22,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.269148588180542,Support & Refunds,low,22,zero-shot-bart-large-mnli,App Bugs,keyword_rule
WHERE IS THE DARK MODE IN THIS APP MY EYES ARE LOSE 30% OF ITS LIFE SPAN JUST BY USING THE APP,2,2025-12-20 21:15:40,English,Negative,0.9996,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3092066049575805,App Bugs,low,94,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
patta padiuii wedak ne bug wediii Moda App ekke huttha,1,2025-12-20 20:10:11,English,Negative,0.9906,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3431055247783661,App Bugs,low,54,zero-shot-bart-large-mnli,App Bugs,keyword_rule
I am trying to book a trip and I am unable to It took me to drivers app And I couldn't come out of and I had to cancel an urgent meeting I have lost so much not attending the meeting,2,2025-12-20 18:59:01,English,Negative,0.999,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5657751560211182,Driver Behavior & Safety,medium,182,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
some time charges will be change rather estimate price.,3,2025-12-20 18:01:37,English,Negative,0.9929,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.2504433989524841,Pricing & Bidding,low,55,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
"company is cheating on fare.. Most of the trips the app is adding additional LKR 100/- at the end of the trip as a surge, which is not inform to the customer at the time of booking the hire. This is cheering and covering information to the customer. Its also a violation of consumer rights. If the book is made withing a surge period it has to mention that on cost estimation. pick me is trying to show that it's price is cheeper compared to other rider apps, but it is not at the end of the trip",1,2025-12-20 14:39:49,English,Negative,0.9974,NEGATIVE,"privacy, security, data, account safety",0.5263810753822327,Privacy & Security,medium,496,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
The map doesnt work at all. when you pinpoint a location for a food order different one get placed. some random person would receive the order.,1,2025-12-20 11:46:02,English,Negative,0.9996,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.5094303488731384,App Bugs,medium,143,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
we are literally unable find a vehicle in a few minutes. this is very bad app,1,2025-12-20 11:43:13,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.5382258296012878,App Bugs,medium,77,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
